"index","assists","gamesPlayed","goals","playerBirthCity","playerBirthCountry","playerBirthDate","playerBirthStateProvince","playerDraftOverallPickNo","playerDraftRoundNo","playerDraftYear","playerFirstName","playerHeight","playerId","playerLastName","playerName","playerNationality","playerPositionCode","playerShootsCatches","playerTeamsPlayedFor","playerWeight","points","seasonId","cron_ts"
"89","2","71","0","Anahim Lake","CAN","1987-08-16","BC","5","1","2005","Carey","75","8471679","Price","Carey Price","CAN","G","L","MTL","226","2","20132014","2017-04-01 11:00:07"
"90","0","56","0","Montreal","CAN","1979-04-04","QC","4","1","1997","Roberto","75","8466141","Luongo","Roberto Luongo","CAN","G","L","VAN, FLA","217","0","20132014","2017-04-01 11:00:07"
"91","2","48","0","Lloydminster","CAN","1989-09-16","SK","93","4","2008","Braden","74","8474651","Holtby","Braden Holtby","CAN","G","L","WSH","217","2","20132014","2017-04-01 11:00:07"
"92","0","45","0","Marblehead","USA","1986-03-18","MA","26","1","2004","Cory","75","8471239","Schneider","Cory Schneider","USA","G","L","NJD","205","0","20132014","2017-04-01 11:00:07"
"93","0","23","0","Caledonia","CAN","1987-07-05","ON",NULL,NULL,NULL,"Cam","75","8475660","Talbot","Cam Talbot","CAN","G","L","NYR","199","0","20132014","2017-04-01 11:00:07"
"94","0","27","0","Saskatoon","CAN","1986-06-10","SK","125","5","2006","Chad","75","8473434","Johnson","Chad Johnson","CAN","G","L","BOS","196","0","20132014","2017-04-01 11:00:07"
"95","0","7","0","Burnaby","CAN","1980-01-18","BC","66","3","1998","Jason","75","8467391","LaBarbera","Jason LaBarbera","CAN","G","L","EDM","232","0","20132014","2017-04-01 11:00:07"
"96","1","52","0","Bratislava","SVK","1985-05-13",NULL,"271","9","2003","Jaroslav","71","8470860","Halak","Jaroslav Halak","SVK","G","L","STL, WSH","181","1","20132014","2017-04-01 11:00:07"
"97","5","88","0","Are","SWE","1982-03-02",NULL,"205","7","2000","Henrik","73","8468685","Lundqvist","Henrik Lundqvist","SWE","G","L","NYR","188","5","20132014","2017-04-01 11:00:07"
"98","0","41","0","Norrtälje","SWE","1988-01-05",NULL,NULL,NULL,NULL,"Eddie","76","8475663","Lack","Eddie Lack","SWE","G","L","VAN","187","0","20132014","2017-04-01 11:00:07"
"99","0","4","0","Sverdlovsk","RUS","1973-01-13",NULL,"204","9","1992","Nikolai","73","8459140","Khabibulin","Nikolai Khabibulin","RUS","G","L","CHI","208","0","20132014","2017-04-01 11:00:07"
"0","0","2","0","Pisek","CZE","1991-07-18",NULL,"179","6","2012","Marek","76","8476992","Mazanec","Marek Mazanec","CZE","G","R","NSH","187","0","20142015","2017-04-01 11:00:07"
"1","0","18","0","Sollentuna","SWE","1989-09-04",NULL,NULL,NULL,NULL,"Niklas","72","8476844","Svedberg","Niklas Svedberg","SWE","G","L","BOS","176","0","20142015","2017-04-01 11:00:07"
"2","0","2","0","Brookfield","USA","1989-08-27","WI",NULL,NULL,NULL,"Troy","73","8477234","Grosenick","Troy Grosenick","USA","G","L","SJS","185","0","20142015","2017-04-01 11:00:07"
"3","0","32","0","London","CAN","1983-05-23","ON","176","6","2002","Curtis","75","8470147","McElhinney","Curtis McElhinney","CAN","G","L","CBJ","200","0","20142015","2017-04-01 11:00:07"
"4","0","61","0","Montreal","CAN","1979-04-04","QC","4","1","1997","Roberto","75","8466141","Luongo","Roberto Luongo","CAN","G","L","FLA","217","0","20142015","2017-04-01 11:00:07"
"5","0","19","0","Bulach","CHE","1987-01-03",NULL,"106","4","2006","Reto","76","8473499","Berra","Reto Berra","CHE","G","L","COL","210","0","20142015","2017-04-01 11:00:07"
"6","1","26","0","Gävle","SWE","1988-05-03",NULL,"207","7","2008","Anders","78","8474765","Lindback","Anders Lindback","SWE","G","L","DAL, BUF","215","1","20142015","2017-04-01 11:00:07"
"7","1","17","0","Watson","CAN","1989-09-16","SK","122","5","2008","Dustin","72","8474682","Tokarski","Dustin Tokarski","CAN","G","L","MTL","205","1","20142015","2017-04-01 11:00:07"
"8","0","1","0","St. Louis","USA","1983-04-11","MO","172","6","2002","Mike","74","8470093","McKenna","Mike McKenna","USA","G","R","ARI","190","0","20142015","2017-04-01 11:00:07"
"9","0","2","0","Shorewood","USA","1984-02-27","MN",NULL,NULL,NULL,"John","71","8474202","Curry","John Curry","USA","G","L","MIN","185","0","20142015","2017-04-01 11:00:07"
"10","0","59","0","Felben Wellhausen","CHE","1982-02-12",NULL,NULL,NULL,NULL,"Jonas","74","8473972","Hiller","Jonas Hiller","CHE","G","R","CGY","191","0","20142015","2017-04-01 11:00:07"
"11","0","8","0","Saskatoon","CAN","1980-06-19","SK","60","2","2000","Dan","73","8468540","Ellis","Dan Ellis","CAN","G","L","FLA","195","0","20142015","2017-04-01 11:00:07"
"12","2","43","0","Fredericton","CAN","1990-08-07","NB","34","2","2008","Jake","74","8474596","Allen","Jake Allen","CAN","G","L","STL","203","2","20142015","2017-04-01 11:00:07"
"13","2","70","0","Kempele","FIN","1982-11-03",NULL,"258","8","2004","Pekka","77","8471469","Rinne","Pekka Rinne","FIN","G","L","NSH","217","2","20142015","2017-04-01 11:00:07"
"14","0","51","0","Saskatoon","CAN","1984-02-29","SK","25","1","2002","Cam","73","8470320","Ward","Cam Ward","CAN","G","L","CAR","185","0","20142015","2017-04-01 11:00:07"
"15","0","2","0","Rosenheim","DEU","1991-11-25",NULL,"112","4","2010","Philipp","73","8475831","Grubauer","Philipp Grubauer","DEU","G","L","WSH","182","0","20142015","2017-04-01 11:00:07"
"16","1","69","0","Sorel","CAN","1984-11-28","QC","1","1","2003","Marc-Andre","74","8470594","Fleury","Marc-Andre Fleury","CAN","G","L","PIT","180","1","20142015","2017-04-01 11:00:07"
"17","0","57","0","Samara","RUS","1988-04-27",NULL,"23","1","2006","Semyon","74","8473575","Varlamov","Semyon Varlamov","RUS","G","L","COL","209","0","20142015","2017-04-01 11:00:07"
"18","3","47","0","Newmarket","CAN","1985-04-09","ON","291","9","2003","Brian","74","8470880","Elliott","Brian Elliott","CAN","G","L","STL","209","3","20142015","2017-04-01 11:00:07"
"19","0","7","0","St-Hyacinthe","CAN","1992-03-06","QC","138","5","2010","Louis","75","8475839","Domingue","Louis Domingue","CAN","G","R","ARI","210","0","20142015","2017-04-01 11:00:07"
"20","2","51","0","Novokuznetsk","RUS","1988-09-20",NULL,NULL,NULL,NULL,"Sergei","74","8475683","Bobrovsky","Sergei Bobrovsky","RUS","G","L","CBJ","182","2","20142015","2017-04-01 11:00:07"
"21","0","1","0","Winnipeg","CAN","1994-05-18","MB","76","3","2012","Chris","76","8476904","Driedger","Chris Driedger","CAN","G","L","OTT","205","0","20142015","2017-04-01 11:00:07"
"22","0","19","0","Helsinki","FIN","1978-02-13",NULL,NULL,NULL,NULL,"Niklas","74","8473404","Backstrom","Niklas Backstrom","FIN","G","L","MIN","192","0","20142015","2017-04-01 11:00:07"
"23","3","65","0","Helsinki","FIN","1983-11-16",NULL,"2","1","2002","Kari","76","8470140","Lehtonen","Kari Lehtonen","FIN","G","L","DAL","190","3","20142015","2017-04-01 11:00:07"
"24","0","10","0","Scarborough","CAN","1981-09-07","ON","110","4","2001","Rob","74","8467972","Zepp","Rob Zepp","CAN","G","L","PHI","198","0","20142015","2017-04-01 11:00:07"
"25","1","26","0","Surrey","CAN","1988-02-11","BC",NULL,NULL,NULL,"Andrew","74","8477202","Hammond","Andrew Hammond","CAN","G","L","OTT","215","1","20142015","2017-04-01 11:00:07"
"26","0","2","0","Amherst","USA","1989-12-07","NY","30","1","2008","Tom","74","8474591","McCollum","Tom McCollum","USA","G","L","DET","226","0","20142015","2017-04-01 11:00:07"
"27","0","2","0","Abbotsford","CAN","1994-06-15","BC","170","6","2013","Mackenzie","75","8477084","Skapski","Mackenzie Skapski","CAN","G","L","NYR","197","0","20142015","2017-04-01 11:00:07"
"28","1","65","0","Are","SWE","1982-03-02",NULL,"205","7","2000","Henrik","73","8468685","Lundqvist","Henrik Lundqvist","SWE","G","L","NYR","188","1","20142015","2017-04-01 11:00:07"
"29","0","1","0","Regina","CAN","1992-02-11","SK","121","5","2010","Tyler","73","8475781","Bunz","Tyler Bunz","CAN","G","L","EDM","205","0","20142015","2017-04-01 11:00:07"
"30","0","5","0","London","CAN","1990-03-07","ON","77","3","2009","Matt","74","8475252","Hackett","Matt Hackett","CAN","G","L","BUF","179","0","20142015","2017-04-01 11:00:07"
"31","0","35","0","Morweena","CAN","1988-03-15","MB","99","4","2006","James","74","8473503","Reimer","James Reimer","CAN","G","L","TOR","217","0","20142015","2017-04-01 11:00:07"
"32","1","11","0","Kamenogorsk","KAZ","1975-07-25",NULL,"219","9","1994","Evgeni","72","8460705","Nabokov","Evgeni Nabokov","RUS","G","L","TBL","202","1","20142015","2017-04-01 11:00:07"
"33","3","51","0","Oakville","CAN","1988-05-29","ON","69","3","2006","Steve","76","8473461","Mason","Steve Mason","CAN","G","R","PHI","210","3","20142015","2017-04-01 11:00:07"
"34","0","23","0","Pittsburgh","USA","1993-07-14","PA","39","2","2011","John","75","8476434","Gibson","John Gibson","USA","G","L","ANA","226","0","20142015","2017-04-01 11:00:07"
"35","0","16","0","Moncton","CAN","1992-04-15","NB","49","2","2010","Calvin","73","8475717","Pickard","Calvin Pickard","CAN","G","L","COL","200","0","20142015","2017-04-01 11:00:07"
"36","0","1","0","Kazan","RUS","1993-04-20",NULL,NULL,NULL,NULL,"Andrey","74","8477092","Makarov","Andrey Makarov","RUS","G","L","BUF","194","0","20142015","2017-04-01 11:00:07"
"37","0","1","0","Toronto","CAN","1993-12-21","ON","24","1","2012","Malcolm","74","8476876","Subban","Malcolm Subban","CAN","G","L","BOS","200","0","20142015","2017-04-01 11:00:07"
"38","0","26","0","Kalix","SWE","1982-08-08",NULL,NULL,NULL,NULL,"Viktor","72","8476839","Fasth","Viktor Fasth","SWE","G","L","EDM","181","0","20142015","2017-04-01 11:00:07"
"39","0","5","0","Härnösand","SWE","1992-11-27",NULL,"188","7","2011","Anton","75","8476341","Forsberg","Anton Forsberg","SWE","G","L","CBJ","192","0","20142015","2017-04-01 11:00:07"
"40","0","19","0","Saskatoon","CAN","1986-06-10","SK","125","5","2006","Chad","75","8473434","Johnson","Chad Johnson","CAN","G","L","NYI","196","0","20142015","2017-04-01 11:00:07"
"41","0","6","0","Turku","FIN","1991-04-16",NULL,"171","6","2009","Joni","73","8475299","Ortio","Joni Ortio","FIN","G","L","CGY","190","0","20142015","2017-04-01 11:00:07"
"42","0","20","0","Fussen","DEU","1986-01-29",NULL,"94","3","2004","Thomas","73","8471306","Greiss","Thomas Greiss","DEU","G","L","PIT","228","0","20142015","2017-04-01 11:00:07"
"43","0","48","0","East Lansing","USA","1980-07-17","MI","138","5","1999","Ryan","74","8468011","Miller","Ryan Miller","USA","G","L","VAN","168","0","20142015","2017-04-01 11:00:07"
"44","0","3","0","Des Moines","USA","1977-07-23","IA","215","8","1997","Scott","74","8466339","Clemmensen","Scott Clemmensen","USA","G","L","NJD","200","0","20142015","2017-04-01 11:00:07"
"45","0","41","0","Asikkala","FIN","1986-07-01",NULL,"191","6","2004","Karri","74","8471403","Ramo","Karri Ramo","FIN","G","L","CGY","206","0","20142015","2017-04-01 11:00:07"
"46","1","72","0","Milford","USA","1986-01-21","CT","72","3","2005","Jonathan","73","8471734","Quick","Jonathan Quick","USA","G","L","LAK","218","1","20142015","2017-04-01 11:00:07"
"47","1","58","0","Laval","CAN","1988-08-07","QC","11","1","2006","Jonathan","72","8473541","Bernier","Jonathan Bernier","CAN","G","L","TOR","184","1","20142015","2017-04-01 11:00:07"
"48","0","32","0","Saskatoon","CAN","1990-05-05","SK","161","6","2009","Darcy","77","8475311","Kuemper","Darcy Kuemper","CAN","G","L","MIN","215","0","20142015","2017-04-01 11:00:07"
"49","3","70","0","Herning","DNK","1989-10-02",NULL,"87","3","2012","Frederik","76","8475883","Andersen","Frederik Andersen","DNK","G","L","ANA","230","3","20142015","2017-04-01 11:00:07"
"50","1","25","0","Gothenburg","SWE","1991-07-24",NULL,"46","2","2009","Robin","76","8475215","Lehner","Robin Lehner","SWE","G","L","OTT","239","1","20142015","2017-04-01 11:00:07"
"51","0","32","0","Ústí nad Labem","CZE","1988-03-23",NULL,"34","2","2006","Michal","73","8473607","Neuvirth","Michal Neuvirth","CZE","G","L","BUF, NYI","209","0","20142015","2017-04-01 11:00:07"
"52","0","18","0","Thunder Bay","CAN","1985-12-19","ON",NULL,NULL,NULL,"Carter","73","8475622","Hutton","Carter Hutton","CAN","G","L","NSH","195","0","20142015","2017-04-01 11:00:07"
"53","0","54","0","Kladno","CZE","1987-08-31",NULL,"41","2","2005","Ondrej","75","8471715","Pavelec","Ondrej Pavelec","CZE","G","L","WPG","215","0","20142015","2017-04-01 11:00:07"
"54","0","20","0","Chicago","USA","1985-02-13","IL","6","1","2004","Al","74","8471219","Montoya","Al Montoya","USA","G","L","FLA","209","0","20142015","2017-04-01 11:00:07"
"55","0","5","0","Burnaby","CAN","1980-01-18","BC","66","3","1998","Jason","75","8467391","LaBarbera","Jason LaBarbera","CAN","G","L","ANA","232","0","20142015","2017-04-01 11:00:07"
"56","2","58","0","Regina","CAN","1986-05-04","SK","14","1","2004","Devan","78","8471227","Dubnyk","Devan Dubnyk","CAN","G","L","ARI, MIN","213","2","20142015","2017-04-01 11:00:07"
"57","0","3","0","Gävle","SWE","1990-01-31",NULL,"31","2","2008","Jacob","78","8474593","Markstrom","Jacob Markstrom","SWE","G","L","VAN","196","0","20142015","2017-04-01 11:00:07"
"58","2","8","0","Togliatti","RUS","1980-06-22",NULL,"44","2","2000","Ilya","75","8468524","Bryzgalov","Ilya Bryzgalov","RUS","G","L","ANA","213","2","20142015","2017-04-01 11:00:07"
"59","7","87","0","Denver","USA","1986-11-21","CO","85","3","2005","Ben","79","8471750","Bishop","Ben Bishop","USA","G","L","TBL","216","7","20142015","2017-04-01 11:00:07"
"60","0","1","0","Ústí nad Labem","CZE","1988-03-23",NULL,"34","2","2006","Michal","73","8473607","Neuvirth","Michal Neuvirth","CZE","G","L","NYI","209","0","20142015","2017-04-01 11:00:07"
"61","0","12","0","Blyth","CAN","1986-08-30","ON","38","2","2004","Justin","73","8471251","Peters","Justin Peters","CAN","G","L","WSH","210","0","20142015","2017-04-01 11:00:07"
"62","0","36","0","Caledonia","CAN","1987-07-05","ON",NULL,NULL,NULL,"Cam","75","8475660","Talbot","Cam Talbot","CAN","G","L","NYR","199","0","20142015","2017-04-01 11:00:07"
"63","0","36","0","Ostrava","CZE","1992-02-14",NULL,"141","5","2010","Petr","74","8475852","Mrazek","Petr Mrazek","CZE","G","L","DET","183","0","20142015","2017-04-01 11:00:07"
"64","0","50","0","Stockholm","SWE","1988-06-25",NULL,"46","2","2006","Jhonas","70","8473523","Enroth","Jhonas Enroth","SWE","G","L","BUF, DAL","175","0","20142015","2017-04-01 11:00:07"
"65","3","86","0","Lloydminster","CAN","1989-09-16","SK","93","4","2008","Braden","74","8474651","Holtby","Braden Holtby","CAN","G","L","WSH","217","3","20142015","2017-04-01 11:00:07"
"66","1","54","0","Syracuse","USA","1984-03-26","NY","64","2","2003","Jimmy","73","8470657","Howard","Jimmy Howard","USA","G","L","DET","218","1","20142015","2017-04-01 11:00:07"
"67","1","10","0","Regina","CAN","1986-05-04","SK","14","1","2004","Devan","78","8471227","Dubnyk","Devan Dubnyk","CAN","G","L","MIN","213","1","20142015","2017-04-01 11:00:07"
"68","1","78","0","Anahim Lake","CAN","1987-08-16","BC","5","1","2005","Carey","75","8471679","Price","Carey Price","CAN","G","L","MTL","226","1","20142015","2017-04-01 11:00:07"
"69","0","1","0","Montreal","CAN","1990-04-12","QC","126","5","2008","Kevin","74","8474690","Poulin","Kevin Poulin","CAN","G","L","NYI","206","0","20142015","2017-04-01 11:00:07"
"70","3","61","0","Vantaa","FIN","1983-08-29",NULL,NULL,NULL,NULL,"Antti","74","8474550","Niemi","Antti Niemi","FIN","G","L","SJS","215","3","20142015","2017-04-01 11:00:07"
"71","0","2","0","Pori","FIN","1987-05-22",NULL,NULL,NULL,NULL,"Jussi","77","8475680","Rynnas","Jussi Rynnas","FIN","G","L","DAL","210","0","20142015","2017-04-01 11:00:07"
"72","0","19","0","Newport News","USA","1988-12-22","VA","153","6","2007","Scott","78","8474152","Darling","Scott Darling","USA","G","L","CHI","232","0","20142015","2017-04-01 11:00:07"
"73","0","7","0","Montreal","CAN","1972-05-06","QC","20","1","1990","Martin","74","8455710","Brodeur","Martin Brodeur","CAN","G","L","STL","220","0","20142015","2017-04-01 11:00:07"
"74","0","31","0","Hamilton","CAN","1982-09-28","ON","99","4","2001","Ray","74","8469548","Emery","Ray Emery","CAN","G","L","PHI","196","0","20142015","2017-04-01 11:00:07"
"75","0","39","0","Park Ridge","USA","1981-05-21","IL","73","3","2001","Craig","74","8467950","Anderson","Craig Anderson","USA","G","L","OTT","187","0","20142015","2017-04-01 11:00:07"
"76","2","69","0","Marblehead","USA","1986-03-18","MA","26","1","2004","Cory","75","8471239","Schneider","Cory Schneider","USA","G","L","NJD","205","2","20142015","2017-04-01 11:00:07"
"77","1","57","0","Spruce Grove","CAN","1986-09-11","AB",NULL,NULL,NULL,"Ben","74","8475681","Scrivens","Ben Scrivens","CAN","G","L","EDM","181","1","20142015","2017-04-01 11:00:07"
"78","0","38","0","Barrie","CAN","1990-03-02","ON","77","3","2008","Michael","75","8474636","Hutchinson","Michael Hutchinson","CAN","G","R","WPG","202","0","20142015","2017-04-01 11:00:07"
"79","0","34","0","Ust-Kamenogorsk","KAZ","1986-05-07",NULL,"206","7","2004","Anton","71","8471418","Khudobin","Anton Khudobin","RUS","G","L","CAR","195","0","20142015","2017-04-01 11:00:07"
"80","0","1","0","Detroit","USA","1987-06-09","MI","74","3","2006","Jeff","74","8473553","Zatkoff","Jeff Zatkoff","USA","G","L","PIT","186","0","20142015","2017-04-01 11:00:07"
"81","0","22","0","St. Paul","USA","1987-07-28","MN","112","4","2005","Alex","72","8471774","Stalock","Alex Stalock","USA","G","L","SJS","187","0","20142015","2017-04-01 11:00:07"
"82","0","45","0","Norrtälje","SWE","1988-01-05",NULL,NULL,NULL,NULL,"Eddie","76","8475663","Lack","Eddie Lack","SWE","G","L","VAN","187","0","20142015","2017-04-01 11:00:07"
"83","1","62","0","Kingston","CAN","1982-03-22","ON","161","5","2001","Mike","76","8469608","Smith","Mike Smith","CAN","G","L","ARI","215","1","20142015","2017-04-01 11:00:07"
"84","1","77","0","Montreal","CAN","1984-12-31","QC","52","2","2003","Corey","74","8470645","Crawford","Corey Crawford","CAN","G","L","CHI","216","1","20142015","2017-04-01 11:00:07"
"85","0","7","0","Salt Lake City","USA","1987-07-25","UT","120","4","2006","Richard","70","8473614","Bachman","Richard Bachman","USA","G","L","EDM","183","0","20142015","2017-04-01 11:00:07"
"86","0","70","0","Savonlinna","FIN","1987-03-10",NULL,"21","1","2005","Tuukka","75","8471695","Rask","Tuukka Rask","FIN","G","L","BOS","176","0","20142015","2017-04-01 11:00:07"
"87","1","15","0","North Vancouver","CAN","1990-01-10","BC",NULL,NULL,NULL,"Martin","76","8474889","Jones","Martin Jones","CAN","G","L","LAK","190","1","20142015","2017-04-01 11:00:07"
"88","0","1","0","Port Alberni","CAN","1993-03-23","BC","164","6","2011","Laurent","75","8476316","Brossoit","Laurent Brossoit","CAN","G","L","EDM","204","0","20142015","2017-04-01 11:00:07"
"89","1","66","0","Bratislava","SVK","1985-05-13",NULL,"271","9","2003","Jaroslav","71","8470860","Halak","Jaroslav Halak","SVK","G","L","NYI","181","1","20142015","2017-04-01 11:00:07"
"90","0","14","0","Rauma","FIN","1989-05-12",NULL,NULL,NULL,NULL,"Antti","72","8477293","Raanta","Antti Raanta","FIN","G","L","CHI","195","0","20142015","2017-04-01 11:00:07"
"91","0","20","0","Tyumen","RUS","1994-07-25",NULL,"19","1","2012","Andrei","75","8476883","Vasilevskiy","Andrei Vasilevskiy","RUS","G","L","TBL","207","0","20142015","2017-04-01 11:00:07"
"92","0","19","0","Farmingville","USA","1989-07-04","NY",NULL,NULL,NULL,"Keith","75","8476234","Kinkaid","Keith Kinkaid","USA","G","L","NJD","195","0","20142015","2017-04-01 11:00:07"
"93","0","7","0","Danderyd","SWE","1984-10-24",NULL,NULL,NULL,NULL,"Jonas","76","8475361","Gustavsson","Jonas Gustavsson","SWE","G","L","DET","201","0","20142015","2017-04-01 11:00:07"
"0","0","9","0","Ust-Kamenogorsk","KAZ","1986-05-07",NULL,"206","7","2004","Anton","71","8471418","Khudobin","Anton Khudobin","RUS","G","L","ANA","195","0","20152016","2017-04-01 11:00:07"
"1","1","39","0","Syracuse","USA","1984-03-26","NY","64","2","2003","Jimmy","73","8470657","Howard","Jimmy Howard","USA","G","L","DET","218","1","20152016","2017-04-01 11:00:07"
"2","1","56","0","Caledonia","CAN","1987-07-05","ON",NULL,NULL,NULL,"Cam","75","8475660","Talbot","Cam Talbot","CAN","G","L","EDM","199","1","20152016","2017-04-01 11:00:07"
"3","0","16","0","Detroit","USA","1987-06-09","MI","74","3","2006","Jeff","74","8473553","Zatkoff","Jeff Zatkoff","USA","G","L","PIT","186","0","20152016","2017-04-01 11:00:07"
"4","1","13","0","St. Paul","USA","1987-07-28","MN","112","4","2005","Alex","72","8471774","Stalock","Alex Stalock","USA","G","L","SJS","187","1","20152016","2017-04-01 11:00:07"
"5","0","5","0","Port Alberni","CAN","1993-03-23","BC","164","6","2011","Laurent","75","8476316","Brossoit","Laurent Brossoit","CAN","G","L","EDM","204","0","20152016","2017-04-01 11:00:07"
"6","0","29","0","Newport News","USA","1988-12-22","VA","153","6","2007","Scott","78","8474152","Darling","Scott Darling","USA","G","L","CHI","232","0","20152016","2017-04-01 11:00:07"
"7","2","60","0","Park Ridge","USA","1981-05-21","IL","73","3","2001","Craig","74","8467950","Anderson","Craig Anderson","USA","G","L","OTT","187","2","20152016","2017-04-01 11:00:07"
"8","0","1","0","Petrolia","CAN","1981-05-19","ON","165","6","1999","Michael","75","8468038","Leighton","Michael Leighton","CAN","G","L","CHI","186","0","20152016","2017-04-01 11:00:07"
"9","1","19","0","Gävle","SWE","1988-05-03",NULL,"207","7","2008","Anders","78","8474765","Lindback","Anders Lindback","SWE","G","L","ARI","215","1","20152016","2017-04-01 11:00:07"
"10","0","1","0","Plzen","CZE","1992-05-22",NULL,NULL,NULL,NULL,"Roman","73","8477914","Will","Roman Will","CZE","G","L","COL","195","0","20152016","2017-04-01 11:00:07"
"11","1","65","0","Montreal","CAN","1984-12-31","QC","52","2","2003","Corey","74","8470645","Crawford","Corey Crawford","CAN","G","L","CHI","216","1","20152016","2017-04-01 11:00:07"
"12","1","48","0","Herning","DNK","1989-10-02",NULL,"87","3","2012","Frederik","76","8475883","Andersen","Frederik Andersen","DNK","G","L","ANA","230","1","20152016","2017-04-01 11:00:07"
"13","0","1","0","Banská Bystrica","SVK","1982-09-18",NULL,"63","2","2001","Peter","73","8469514","Budaj","Peter Budaj","SVK","G","L","LAK","196","0","20152016","2017-04-01 11:00:07"
"14","3","73","0","Milford","USA","1986-01-21","CT","72","3","2005","Jonathan","73","8471734","Quick","Jonathan Quick","USA","G","L","LAK","218","3","20152016","2017-04-01 11:00:07"
"15","1","21","0","Gothenburg","SWE","1991-07-24",NULL,"46","2","2009","Robin","76","8475215","Lehner","Robin Lehner","SWE","G","L","BUF","239","1","20152016","2017-04-01 11:00:07"
"16","0","26","0","Felben Wellhausen","CHE","1982-02-12",NULL,NULL,NULL,NULL,"Jonas","74","8473972","Hiller","Jonas Hiller","CHE","G","R","CGY","191","0","20152016","2017-04-01 11:00:07"
"17","0","1","0","Richmond Hill","CAN","1993-07-11","ON","88","3","2011","Jordan","73","8476412","Binnington","Jordan Binnington","CAN","G","L","STL","167","0","20152016","2017-04-01 11:00:07"
"18","0","1","0","Sault Ste. Marie","CAN","1992-02-14","ON",NULL,NULL,NULL,"Matthew","78","8478559","O'Connor","Matthew O'Connor","CAN","G","L","OTT","205","0","20152016","2017-04-01 11:00:07"
"19","0","24","0","Danderyd","SWE","1984-10-24",NULL,NULL,NULL,NULL,"Jonas","76","8475361","Gustavsson","Jonas Gustavsson","SWE","G","L","BOS","201","0","20152016","2017-04-01 11:00:07"
"20","2","78","0","Lloydminster","CAN","1989-09-16","SK","93","4","2008","Braden","74","8474651","Holtby","Braden Holtby","CAN","G","L","WSH","217","2","20152016","2017-04-01 11:00:07"
"21","2","68","0","Montreal","CAN","1979-04-04","QC","4","1","1997","Roberto","75","8466141","Luongo","Roberto Luongo","CAN","G","L","FLA","217","2","20152016","2017-04-01 11:00:07"
"22","2","53","0","Vantaa","FIN","1983-08-29",NULL,NULL,NULL,NULL,"Antti","74","8474550","Niemi","Antti Niemi","FIN","G","L","DAL","215","2","20152016","2017-04-01 11:00:07"
"23","0","2","0","Lafontaine","CAN","1981-06-21","QC",NULL,NULL,NULL,"Yann","71","8471186","Danis","Yann Danis","CAN","G","L","NJD","180","0","20152016","2017-04-01 11:00:07"
"24","0","20","0","Lugnvik","SWE","1993-07-31",NULL,"163","6","2012","Linus","76","8476999","Ullmark","Linus Ullmark","SWE","G","L","BUF","221","0","20152016","2017-04-01 11:00:07"
"25","3","80","0","Kempele","FIN","1982-11-03",NULL,"258","8","2004","Pekka","77","8471469","Rinne","Pekka Rinne","FIN","G","L","NSH","217","3","20152016","2017-04-01 11:00:07"
"26","2","57","0","Ostrava","CZE","1992-02-14",NULL,"141","5","2010","Petr","74","8475852","Mrazek","Petr Mrazek","CZE","G","L","DET","183","2","20152016","2017-04-01 11:00:07"
"27","0","1","0","Morweena","CAN","1988-03-15","MB","99","4","2006","James","74","8473503","Reimer","James Reimer","CAN","G","L","SJS","217","0","20152016","2017-04-01 11:00:07"
"28","1","18","0","London","CAN","1983-05-23","ON","176","6","2002","Curtis","75","8470147","McElhinney","Curtis McElhinney","CAN","G","L","CBJ","200","1","20152016","2017-04-01 11:00:07"
"29","0","58","0","Marblehead","USA","1986-03-18","MA","26","1","2004","Cory","75","8471239","Schneider","Cory Schneider","USA","G","L","NJD","205","0","20152016","2017-04-01 11:00:07"
"30","0","21","0","Saskatoon","CAN","1990-05-05","SK","161","6","2009","Darcy","77","8475311","Kuemper","Darcy Kuemper","CAN","G","L","MIN","215","0","20152016","2017-04-01 11:00:07"
"31","1","64","0","Savonlinna","FIN","1987-03-10",NULL,"21","1","2005","Tuukka","75","8471695","Rask","Tuukka Rask","FIN","G","L","BOS","176","1","20152016","2017-04-01 11:00:07"
"32","0","4","0","Karkkila","FIN","1992-12-27",NULL,"49","2","2011","Christopher","73","8476444","Gibson","Christopher Gibson","FIN","G","L","NYI","188","0","20152016","2017-04-01 11:00:07"
"33","2","37","0","Novokuznetsk","RUS","1988-09-20",NULL,NULL,NULL,NULL,"Sergei","74","8475683","Bobrovsky","Sergei Bobrovsky","RUS","G","L","CBJ","182","2","20152016","2017-04-01 11:00:07"
"34","0","17","0","Elmhurst","USA","1993-06-28","IL","190","7","2011","Garret","75","8476343","Sparks","Garret Sparks","USA","G","L","TOR","210","0","20152016","2017-04-01 11:00:07"
"35","1","51","0","East Lansing","USA","1980-07-17","MI","138","5","1999","Ryan","74","8468011","Miller","Ryan Miller","USA","G","L","VAN","168","1","20152016","2017-04-01 11:00:07"
"36","0","28","0","Rauma","FIN","1989-05-12",NULL,NULL,NULL,NULL,"Antti","72","8477293","Raanta","Antti Raanta","FIN","G","L","NYR","195","0","20152016","2017-04-01 11:00:07"
"37","0","12","0","Anahim Lake","CAN","1987-08-16","BC","5","1","2005","Carey","75","8471679","Price","Carey Price","CAN","G","L","MTL","226","0","20152016","2017-04-01 11:00:07"
